Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
2C10746,431887,430498,2,01-Dec-15,1400,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,24,Goods vehicle 3.5 tonnes mgw and under
2C10746,431887,430498,2,01-Dec-15,1400,Motorway,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,43,Car
2C11317,428296,434108,2,01-Dec-15,1640,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,16,Bus or coach (17 or more passenger seats)
2C11317,428296,434108,2,01-Dec-15,1640,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,25,Bus or coach (17 or more passenger seats)
2C11317,428296,434108,2,01-Dec-15,1640,A,Dry,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,22,Bus or coach (17 or more passenger seats)
2C11484,429389,434944,4,01-Dec-15,2020,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,22,Car
2C11522,433519,429830,2,01-Dec-15,1512,B,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,32,Car
2C20084,431887,435580,2,02-Dec-15,130,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,23,Taxi/Private hire car
2C20227,430129,437791,2,02-Dec-15,710,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Pedal cycle
2C21000,443338,437122,1,02-Dec-15,1530,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,11,Car
2C21914,430043,434169,1,02-Dec-15,2331,A,Dry,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Serious,Male,18,Car
2C30219,430638,433341,2,03-Dec-15,750,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Slight,Male,57,Motorcycle over 125cc and up to 500cc
2C30590,426856,437568,1,03-Dec-15,1115,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,87,Bus or coach (17 or more passenger seats)
2C30765,427804,436351,2,03-Dec-15,735,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2C31250,431983,428389,2,03-Dec-15,1811,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,25,Car
2C31320,426489,433249,2,03-Dec-15,1846,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,23,Car
2C31320,426489,433249,2,03-Dec-15,1846,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,30,Car
2C31335,426888,426039,4,03-Dec-15,1854,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,48,Car
2C31335,426888,426039,4,03-Dec-15,1854,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,29,Car
2C31335,426888,426039,4,03-Dec-15,1854,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Female,26,Car
2C31377,421312,434068,3,03-Dec-15,1900,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,23,Car
2C40221,430982,433151,2,04-Dec-15,730,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,75,Car
2C40221,430982,433151,2,04-Dec-15,730,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,75,Car
2C40221,430982,433151,2,04-Dec-15,730,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,55,Car
2C40377,434382,433423,1,04-Dec-15,940,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,59,Car
2C40837,432028,430984,2,05-Dec-15,1430,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,30,Car
2C40837,432028,430984,2,05-Dec-15,1430,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,1,Car
2C40998,431953,435849,1,04-Dec-15,1550,B,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Car
2C41132,428777,430890,1,04-Dec-15,1851,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Pedestrian,Slight,Male,62,Bus or coach (17 or more passenger seats)
2C41528,429972,434197,2,04-Dec-15,2057,A,Dry,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Slight,Male,23,Pedal cycle
2C41715,435874,436060,2,04-Dec-15,2257,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Passenger,Serious,Male,20,Motorcycle over 50cc and up to 125cc
2C41715,435874,436060,2,04-Dec-15,2257,Unclassified,Dry,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Serious,Male,19,Motorcycle over 50cc and up to 125cc
2C50683,425228,437874,2,05-Dec-15,1150,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,30,Car
2C50683,425228,437874,2,05-Dec-15,1150,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Passenger,Slight,Female,40,Car
2C50683,425228,437874,2,05-Dec-15,1150,A,Wet / Damp,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,30,Car
2C50690,428094,434857,2,05-Dec-15,1200,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,22,Car
2C50690,428094,434857,2,05-Dec-15,1200,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,26,Car
2C51096,429294,435223,2,05-Dec-15,1545,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,25,Car
2C51261,425469,429290,1,05-Dec-15,1747,A,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Slight,Male,20,Car
2C51261,425469,429290,1,05-Dec-15,1747,A,Wet / Damp,Darkness: street lights present and lit,Fine with high winds,Passenger,Slight,Male,18,Car
2C51300,428140,435853,2,05-Dec-15,1815,A,Dry,Darkness: street lights present and lit,Fine with high winds,Driver/Rider,Slight,Female,23,Pedal cycle
2C60906,430536,433407,1,06-Dec-15,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Female,14,Taxi/Private hire car
2C61101,432542,442817,1,06-Dec-15,1710,A,Dry,Darkness: no street lighting,Fine with high winds,Driver/Rider,Slight,Female,27,Car
2C61285,420894,436914,2,06-Dec-15,1915,A,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,63,Car
2C70305,427511,435902,1,07-Dec-15,854,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,9,Car
2C71035,425210,433524,2,07-Dec-15,1600,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Male,16,Car
2C71294,442308,439968,2,07-Dec-15,1814,A,Wet / Damp,Darkness: no street lighting,Fine without high winds,Passenger,Slight,Female,90,Car
2C71319,428400,434390,2,07-Dec-15,1820,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,27,Pedal cycle
2C71717,428443,426406,3,07-Dec-15,2140,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,46,Car
2C71780,431082,434211,2,07-Dec-15,2225,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Serious,Male,18,Car
2C71780,431082,434211,2,07-Dec-15,2225,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,18,Car
2C71780,431082,434211,2,07-Dec-15,2225,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,18,Car
2C80140,427525,433024,2,08-Dec-15,425,B,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Male,36,Car
2C80224,419992,440922,1,08-Dec-15,740,A,Dry,Darkness: street lights present and lit,Unknown,Pedestrian,Slight,Male,13,Car
2C80693,429764,435449,1,08-Dec-15,1330,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,64,Bus or coach (17 or more passenger seats)
2C80757,436947,434716,2,08-Dec-15,1407,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,28,Pedal cycle
2C80917,432679,435878,1,08-Dec-15,1530,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Slight,Male,37,Car
2C80921,420572,444910,2,08-Dec-15,1535,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,35,Car
2C81064,427664,431151,2,08-Dec-15,1650,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Passenger,Slight,Male,2,Car
2C81064,427664,431151,2,08-Dec-15,1650,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,36,Car
2C81114,435433,425914,4,08-Dec-15,1719,Motorway,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Female,11,Car
2C90884,436093,436589,1,09-Dec-15,1525,Unclassified,Dry,Daylight: street lights present,Fine with high winds,Pedestrian,Serious,Male,14,Car
2C90959,428907,433719,2,09-Dec-15,730,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,23,Minibus (8 – 16 passenger seats)
2C91008,432429,433586,2,09-Dec-15,1636,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,42,Car
2CA0204,428746,432716,2,10-Dec-15,658,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,Driver/Rider,Slight,Male,18,Pedal cycle
2CA0225,425543,439941,2,10-Dec-15,714,Unclassified,Wet / Damp,Darkness: street lighting unknown,Raining with high winds,Driver/Rider,Serious,Female,22,Pedal cycle
2CA0494,423851,434261,2,09-Dec-15,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,36,Car
2CA0494,423851,434261,2,09-Dec-15,1615,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Serious,Female,26,Car
2CA0671,428598,432796,2,10-Dec-15,1240,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,21,Car
2CA0787,430407,433467,2,04-Dec-15,1740,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Driver/Rider,Slight,Female,27,Car
2CA0814,430032,434105,1,10-Dec-15,1416,A,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,88,Bus or coach (17 or more passenger seats)
2CA0861,436015,434796,3,10-Dec-15,1435,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,35,Car
2CA0861,436015,434796,3,10-Dec-15,1435,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,36,Car
2CA0926,433002,436054,4,10-Dec-15,1521,A,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,60,Car
2CA1397,430041,434037,1,10-Dec-15,1955,Unclassified,Wet / Damp,Darkness: street lights present and lit,Other,Pedestrian,Serious,Male,51,Bus or coach (17 or more passenger seats)
2CA1703,430775,434664,3,10-Dec-15,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,69,Car
2CA1703,430775,434664,3,10-Dec-15,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,67,Car
2CA1703,430775,434664,3,10-Dec-15,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,29,Car
2CA1703,430775,434664,3,10-Dec-15,2347,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Passenger,Slight,Male,79,Car
2CB0222,429189,431919,2,11-Dec-15,742,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,19,Car
2CB0222,429189,431919,2,11-Dec-15,742,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,19,Car
2CB0443,431002,433143,1,11-Dec-15,1045,A,Dry,Daylight: street lights present,Fine without high winds,Pedestrian,Serious,Male,60,Car
2CB0493,421485,434460,1,11-Dec-15,1000,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,83,Bus or coach (17 or more passenger seats)
2CB0688,432542,443036,2,11-Dec-15,1319,A,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,25,Car
2CB1167,426596,436242,1,11-Dec-15,1350,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Passenger,Slight,Female,35,Bus or coach (17 or more passenger seats)
2CB1207,425005,433180,1,11-Dec-15,1836,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,Pedestrian,Slight,Female,19,Car
2CB1494,428023,434262,2,11-Dec-15,2145,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,37,Car
2CB1705,424744,434979,1,10-Dec-15,50,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Passenger,Slight,Female,19,Car
2CC0066,429432,433462,3,12-Dec-15,39,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,26,Car
2CC0588,426145,435591,2,12-Dec-15,1120,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,16,Taxi/Private hire car
2CC0588,426145,435591,2,12-Dec-15,1120,B,Wet / Damp,Daylight: street lights present,Raining without high winds,Passenger,Slight,Male,21,Taxi/Private hire car
2CC0687,431803,433161,2,12-Dec-15,1230,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,17,Pedal cycle
2CC0878,428749,426005,2,12-Dec-15,1445,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Female,39,Car
2CC0878,428749,426005,2,12-Dec-15,1445,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,40,Car
2CC0878,428749,426005,2,12-Dec-15,1445,A,Wet / Damp,Daylight: street lights present,Raining with high winds,Passenger,Slight,Male,16,Car
2CC1312,442158,443130,1,12-Dec-15,1855,Unclassified,Wet / Damp,Daylight: street lights present,Raining with high winds,Driver/Rider,Slight,Male,18,Car
2CD0019,431307,428718,2,13-Dec-15,5,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,32,Car
2CD0162,429788,433696,1,13-Dec-15,139,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,49,Car
2CD1209,438952,431558,2,13-Dec-15,1847,A,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Driver/Rider,Slight,Male,58,Car
2CD1209,438952,431558,2,13-Dec-15,1847,A,Wet / Damp,Darkness: no street lighting,Fog or mist – if hazard,Driver/Rider,Slight,Male,24,Motorcycle over 50cc and up to 125cc
2CD1381,420239,445372,1,13-Dec-15,2125,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Male,18,Car
2CE0274,429087,431248,2,14-Dec-15,851,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Passenger,Slight,Male,8,Car
2CE0274,429087,431248,2,14-Dec-15,851,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,36,Car
2CE1022,427757,430772,3,14-Dec-15,1615,A,Dry,Daylight: street lights present,Fine with high winds,Driver/Rider,Slight,Female,20,Car
2CE1231,429028,431994,3,14-Dec-15,1805,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Female,37,Car
2CE1364,420203,445376,2,14-Dec-15,1910,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,50,Pedal cycle
2CF0356,429627,433789,2,15-Dec-15,950,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,Driver/Rider,Serious,Male,24,Pedal cycle
2CF0612,431046,435189,2,15-Dec-15,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Male,29,Taxi/Private hire car
2CF0862,432099,435537,2,14-Dec-15,2025,B,Dry,Darkness: street lighting unknown,Fine without high winds,Driver/Rider,Slight,Male,39,Car
2CF0912,432509,434338,2,15-Dec-15,1528,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Driver/Rider,Slight,Male,25,Car
2CF0912,432509,434338,2,15-Dec-15,1528,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Passenger,Slight,Male,62,Car
2CF0912,432509,434338,2,15-Dec-15,1528,Unclassified,Wet / Damp,Daylight: street lights present,Fog or mist – if hazard,Passenger,Slight,Female,21,Car
2CF0993,431078,431992,2,15-Dec-15,1616,A,Wet / Damp,Darkness: street lights present and lit,Fog or mist – if hazard,Driver/Rider,Slight,Male,34,Pedal cycle
2CF1137,438405,430332,3,15-Dec-15,1736,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Driver/Rider,Slight,Male,59,Car
2CF1571,426150,437489,2,15-Dec-15,2157,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,Pedestrian,Slight,Female,47,Car
2CG0376,428836,436574,2,16-Dec-15,945,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,Driver/Rider,Slight,Female,26,Car
