Reference Number,Grid Ref: Easting,Grid Ref: Northing,Number of Vehicles,Accident Date,Time (24hr),1st Road Class,Road Surface,Lighting Conditions,Weather Conditions,Casualty Class,,Casualty Severity,Sex of Casualty,Age of Casualty,Type of Vehicle
1BT0737,428931,434594,2,29-Nov-14,1245,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,43,Minibus (8 – 16 passenger seats)
1BT0839,442909,435316,1,29-Nov-14,1351,B,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,37,Car
1BT0839,442909,435316,1,29-Nov-14,1351,B,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,35,Car
1BT0839,442909,435316,1,29-Nov-14,1351,B,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,7,Car
1BT0839,442909,435316,1,29-Nov-14,1351,B,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,3,Car
1BT0892,424524,437059,2,29-Nov-14,1420,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,38,Taxi/Private hire car
1BT1350,428441,429101,2,29-Nov-14,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,22,Car
1BT1350,428441,429101,2,29-Nov-14,1800,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,33,Car
1BT1587,430122,433776,1,29-Nov-14,1200,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,74,Bus or coach (17 or more passenger seats)
1BU0690,420843,434704,2,30-Nov-14,1140,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Goods vehicle 3.5 tonnes mgw and under
1BU1087,431131,424778,2,30-Nov-14,1525,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,48,Car
1BU1133,440547,448561,3,30-Nov-14,1555,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,91,Car
1BU1133,440547,448561,3,30-Nov-14,1555,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,65,Car
1BU1133,440547,448561,3,30-Nov-14,1555,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,63,Car
1BU1574,430338,428139,1,30-Nov-14,2027,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Female,17,Car
1BU1574,430338,428139,1,30-Nov-14,2027,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,16,Car
1C10352,428324,434431,1,01-Dec-14,928,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,31,Pedal cycle
1C10863,428516,431254,2,01-Dec-14,1458,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,50,Car
1C11021,429913,433934,1,01-Dec-14,1609,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Serious,Female,62,Car
1C11056,439480,426197,2,01-Dec-14,1629,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,35,Car
1C11310,427876,434392,2,01-Dec-14,1430,A,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Serious,Male,48,Pedal cycle
1C20709,429987,433297,1,02-Dec-14,1255,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,47,Pedal cycle
1C21200,431660,426466,2,02-Dec-14,1738,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,36,Motorcycle over 50cc and up to 125cc
1C21210,424066,428055,2,02-Dec-14,1740,A,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,1,Car
1C21210,424066,428055,2,02-Dec-14,1740,A,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,21,Car
1C21226,442967,431603,2,02-Dec-14,1745,A,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,47,Car
1C21307,435718,437114,1,02-Dec-14,1705,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Female,24,Car
1C30308,436171,434418,2,03-Dec-14,940,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,61,Pedal cycle
1C30631,434223,425860,2,03-Dec-14,1320,Motorway,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,23,Car
1C30790,436102,435590,2,03-Dec-14,1455,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,30,Motorcycle over 50cc and up to 125cc
1C31091,430511,431207,2,03-Dec-14,1725,Motorway,Wet / Damp,Darkness: street lights present but unlit,Fine without high winds,1,Driver,Slight,Male,27,Motorcycle over 500cc
1C31273,427350,433286,1,03-Dec-14,1900,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,22,Car
1C31455,427130,435641,1,03-Dec-14,1730,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,21,Taxi/Private hire car
1C31592,425074,427853,2,03-Dec-14,2231,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,20,Motorcycle over 50cc and up to 125cc
1C31658,429371,433782,2,03-Dec-14,2129,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,41,Taxi/Private hire car
1C31658,429371,433782,2,03-Dec-14,2129,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,47,Car
1C40188,439923,428815,5,04-Dec-14,736,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,1,Driver,Fatal,Male,17,Car
1C40188,439923,428815,5,04-Dec-14,736,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Female,54,Car
1C40188,439923,428815,5,04-Dec-14,736,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,1,Driver,Slight,Female,21,Car
1C40343,428106,426662,2,04-Dec-14,925,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,34,Car
1C40667,434950,435636,1,04-Dec-14,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,13,Car
1C41392,434470,433713,2,04-Dec-14,1920,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,29,Car
1C50025,427734,431602,2,06-Dec-14,715,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,19,Pedal cycle
1C50282,435425,427366,2,05-Dec-14,841,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,24,Car
1C50365,425642,427972,1,05-Dec-14,835,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,15,Car
1C50482,434305,425897,1,05-Dec-14,1045,B,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,21,Car
1C50629,432651,438034,2,05-Dec-14,1209,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Male,51,Pedal cycle
1C50664,427896,436200,1,05-Dec-14,1136,B,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,89,Bus or coach (17 or more passenger seats)
1C50781,431267,433828,2,03-Dec-14,830,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Serious,Female,45,Pedal cycle
1C50923,434855,428429,2,05-Dec-14,1502,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,55,Motorcycle over 125cc and up to 500cc
1C50965,422956,433108,1,05-Dec-14,1523,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,14,Goods vehicle 3.5 tonnes mgw and under
1C51028,434581,428144,1,05-Dec-14,1550,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,22,M/cycle 50cc and under
1C51124,428078,434972,2,05-Dec-14,1650,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,40,Motorcycle over 50cc and up to 125cc
1C51234,431621,430526,2,05-Dec-14,1815,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,61,Car
1C51241,431178,429972,2,05-Dec-14,1747,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,20,Pedal cycle
1C51402,432872,427584,2,05-Dec-14,1855,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Female,64,Car
1C51471,426186,437462,1,04-Dec-14,1800,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,3,Pedestrian,Slight,Female,51,Car
1C51607,419210,441794,2,05-Dec-14,2010,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,55,Motorcycle over 50cc and up to 125cc
1C51895,430435,431155,1,05-Dec-14,2354,Motorway,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,26,Car
1C60403,431743,431426,2,06-Dec-14,702,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Serious,Male,25,Pedal cycle
1C60412,429393,433805,3,06-Dec-14,715,A(M),Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,27,Other Vehicle 
1C60568,431256,432305,1,06-Dec-14,1025,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,25,Car
1C60577,427649,436028,1,06-Dec-14,400,B,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,20,Taxi/Private hire car
1C60636,440175,433412,2,06-Dec-14,1115,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,59,Car
1C60636,440175,433412,2,06-Dec-14,1115,A,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,30,Car
1C60653,424909,434426,1,06-Dec-14,1125,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,82,Car
1C60843,429391,433794,2,06-Dec-14,810,A(M),Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,Car
1C60843,429391,433794,2,06-Dec-14,810,A(M),Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,18,Car
1C61054,436452,435723,1,06-Dec-14,1430,Unclassified,Dry,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Male,82,Bus or coach (17 or more passenger seats)
1C61091,429403,433846,1,06-Dec-14,1645,A(M),Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,30,Car
1C61132,438538,430165,2,06-Dec-14,1630,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,44,Car
1C61138,427603,436986,1,06-Dec-14,1639,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,42,Car
1C61498,440370,448116,2,06-Dec-14,2020,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,17,M/cycle 50cc and under
1C70333,428799,435166,1,07-Dec-14,430,Unclassified,Dry,Darkness: street lighting unknown,Fine without high winds,1,Driver,Slight,Male,20,Pedal cycle
1C80481,430236,427775,1,05-Dec-14,1940,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,55,Bus or coach (17 or more passenger seats)
1C81266,435864,435275,2,08-Dec-14,1740,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,32,M/cycle 50cc and under
1C81626,430782,434560,3,08-Dec-14,2200,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,45,Car
1C90850,431797,435580,2,09-Dec-14,1430,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,41,Car
1C91345,427833,436382,2,09-Dec-14,2000,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,50,Pedal cycle
1C91483,429794,433798,2,09-Dec-14,2115,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Female,30,Car
1C91527,429784,434077,1,09-Dec-14,2140,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,59,Car
1CA0208,427725,434459,2,10-Dec-14,740,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,34,Car
1CA0858,423749,438013,1,10-Dec-14,1504,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,3,Pedestrian,Slight,Female,84,Goods vehicle 3.5 tonnes mgw and under
1CA0906,424451,433895,2,10-Dec-14,1530,A,Wet / Damp,Daylight: street lights present,Fine with high winds,2,Passenger,Slight,Female,10,Car
1CA0944,430468,436316,2,10-Dec-14,1510,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,23,Car
1CA1002,430746,438905,2,10-Dec-14,1624,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Serious,Female,42,Car
1CA1222,428045,431112,2,10-Dec-14,1800,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,29,M/cycle 50cc and under
1CA1225,428826,430302,3,10-Dec-14,1740,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Male,48,Car
1CA1274,435776,436795,1,10-Dec-14,1830,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,3,Pedestrian,Fatal,Male,30,Car
1CA1291,435863,436433,2,10-Dec-14,1840,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,1,Driver,Slight,Male,19,Car
1CA1291,435863,436433,2,10-Dec-14,1840,A,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Male,9,Car
1CA1371,435419,436669,2,10-Dec-14,1930,Unclassified,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,46,Car
1CA1567,433154,435249,2,10-Dec-14,2215,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,1,Driver,Slight,Male,29,Car
1CA1568,425336,440883,1,10-Dec-14,2235,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Male,18,Car
1CA1568,425336,440883,1,10-Dec-14,2235,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Male,18,Car
1CA1568,425336,440883,1,10-Dec-14,2235,Unclassified,Wet / Damp,Darkness: street lights present and lit,Raining with high winds,2,Passenger,Slight,Male,18,Car
1CB0548,422242,436768,2,13-Dec-14,1145,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,46,Car
1CB0920,430195,438301,2,11-Dec-14,1545,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,2,Passenger,Slight,Female,93,Bus or coach (17 or more passenger seats)
1CB0981,430867,434253,3,11-Dec-14,1625,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,39,Goods vehicle 3.5 tonnes mgw and under
1CB0981,430867,434253,3,11-Dec-14,1625,Unclassified,Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,28,Car
1CC0522,441295,433228,1,12-Dec-14,810,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Male,11,Car
1CC0564,430814,431975,2,12-Dec-14,1223,A,Dry,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Female,53,Car
1CC0911,431885,435549,2,12-Dec-14,900,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,2,Passenger,Slight,Male,26,Car
1CC0911,431885,435549,2,12-Dec-14,900,Unclassified,Wet / Damp,Daylight: street lights present,Raining without high winds,1,Driver,Slight,Male,25,Car
1CC1002,443654,437222,4,12-Dec-14,1630,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Serious,Female,33,Car
1CC1002,443654,437222,4,12-Dec-14,1630,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,2,Passenger,Slight,Female,46,Car
1CC1002,443654,437222,4,12-Dec-14,1630,A(M),Dry,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Female,57,Car
1CC1160,433408,434962,1,12-Dec-14,1751,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Serious,Male,15,Car
1CC1160,433408,434962,1,12-Dec-14,1751,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Male,17,Car
1CC1294,434721,438859,1,12-Dec-14,1906,Unclassified,Wet / Damp,Darkness: no street lighting,Fine without high winds,2,Passenger,Slight,Female,21,Car
1CD0097,429389,425864,2,13-Dec-14,130,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,55,Car
1CD0097,429389,425864,2,13-Dec-14,130,A,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,1,Driver,Slight,Male,32,Car
1CD0802,425802,428128,2,13-Dec-14,1143,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,1,Driver,Slight,Male,20,M/cycle 50cc and under
1CD0802,425802,428128,2,13-Dec-14,1143,Unclassified,Wet / Damp,Daylight: street lights present,Fine without high winds,2,Passenger,Slight,Female,68,Car
1CD0865,430686,436780,1,13-Dec-14,1325,Unclassified,Dry,Daylight: street lights present,Fine without high winds,3,Pedestrian,Slight,Female,1,Car
1CD1083,432157,433604,1,13-Dec-14,1620,A,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,3,Pedestrian,Slight,Male,52,Goods vehicle 3.5 tonnes mgw and under
1CD1095,430181,426431,2,13-Dec-14,1614,Motorway,Wet / Damp,Darkness: street lights present and lit,Raining without high winds,1,Driver,Slight,Female,21,Car
1CD1136,430386,433600,1,13-Dec-14,1640,Unclassified,Wet / Damp,Darkness: street lights present and lit,Fine without high winds,3,Pedestrian,Slight,Female,31,Bus or coach (17 or more passenger seats)
